DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,Crm Cd 1,Crm Cd 2,LOCATION,LAT,LON,Year,Month,Day,Time Period,Age Range
200516455,11/10/2020 12:00:00 AM,2020-11-10,0.480630055342699,5,2,507,2,626,25,2038 1300 0913 2000 0329 1814,29,M,4,122,55,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,0,626,740,1500 W  224TH                        ST,33.8233,-118.3064,0,0.909090909090909,0.3,12 AM - 3 AM,20-29
200122119,12/08/2020 12:00:00 AM,2020-12-08,0.853980417198808,1,1,164,2,930,16,1912 0913 1814 2000 0421,25,M,4,502,32,500,UNKNOWN WEAPON/OTHER WEAPON,IC,2,930,946.744186046512,600 S  MAIN                         ST,34.0448,-118.2504,0,1,0.233333333333333,12 AM - 3 AM,20-29
200304583,01/10/2020 12:00:00 AM,2020-01-10,0.299702000851426,3,8,361,2,901,52,2038 0913,37,M,1,502,32,360.941176470588,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,1,901,946.744186046512,3900    URSULA                       AV,34.0163,-118.3523,0,0,0.3,12 AM - 3 AM,30-39
200315476,08/09/2020 12:00:00 AM,2020-08-09,0.644529587058323,3,8,392,1,230,2,1822 0334 0302 1310 1407 0906 0450,21,F,1,101,52,109,SEMI-AUTOMATIC PISTOL,IC,2,230,946.744186046512,48TH                         ST,34,-118.3307,0,0.636363636363636,0.266666666666667,12 AM - 3 AM,20-29
201207213,02/05/2020 12:00:00 AM,2020-02-05,0.340144742443593,12,0,1241,2,626,25,2000 0416 1814 0408,48,M,1,101,52,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,2,626,946.744186046512,6400    11TH                         AV,33.9817,-118.3294,0,0.0909090909090909,0.133333333333333,12 AM - 3 AM,40-49
200809562,05/17/2020 12:00:00 AM,2020-05-17,0.608343976160068,8,10,826,1,442,36,0344 0325 1822 1420 0104,39,X,5,403,15,360.941176470588,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,2,442,946.744186046512,11900    SAN VICENTE                  BL,34.0571,-118.474,0,0.363636363636364,0.533333333333333,12 AM - 3 AM,30-39
201108104,04/07/2020 12:00:00 AM,2020-04-06,0.808429118773946,11,6,1162,1,510,49,344,39,F,2,101,52,360.941176470588,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,2,510,946.744186046512,4300    GATEWAY                      AV,34.0941,-118.2835,0,0.272727272727273,0.166666666666667,12 AM - 3 AM,30-39
200116579,08/18/2020 12:00:00 AM,2020-08-18,0.171988080034057,1,1,151,1,310,10,1601 0344 1403 1822 1414 1420,39,X,5,108,43,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,2,310,946.744186046512,500 S  FREMONT                      AV,34.0526,-118.2582,0,0.636363636363636,0.566666666666667,12 AM - 3 AM,30-39
200321584,12/11/2020 12:00:00 AM,2020-07-01,0.382716049382716,3,8,398,2,354,41,0100 0917 1822,27,M,1,502,32,360.941176470588,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,2,354,946.744186046512,600 W  41ST                         DR,34.0087,-118.2866,0,0.545454545454545,0,12 AM - 3 AM,20-29
200815069,10/09/2020 12:00:00 AM,2020-10-09,0.595572584078331,8,10,819,1,320,13,1202 1607 1822,68,M,3,501,51,360.941176470588,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,2,320,946.744186046512,200    WOODRUFF                     AV,34.0768,-118.4352,0,0.818181818181818,0.266666666666667,12 AM - 3 AM,60-69
201214966,06/19/2020 12:00:00 AM,2020-06-09,0,12,0,1255,2,745,47,0329 1202,63,F,2,122,55,360.941176470588,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,2,745,946.744186046512,76TH                         ST,33.9711,-118.2918,0,0.454545454545455,0.266666666666667,12 AM - 3 AM,60-69
201108147,04/08/2020 12:00:00 AM,2020-04-08,0.316730523627075,11,6,1135,2,745,47,0329 0361 1202,63,M,4,501,51,360.941176470588,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,1,745,946.744186046512,2200    MARICOPA                     DR,34.1105,-118.2239,0,0.272727272727273,0.233333333333333,12 AM - 3 AM,60-69
200808438,04/18/2020 12:00:00 AM,2020-04-18,0.821200510855683,8,10,842,1,330,11,1402 0202 0216 1309 1609 0913 1814,25,M,4,707,16,360.941176470588,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,0,330,998,11700    TEXAS                        AV,34.0472,-118.459,0,0.272727272727273,0.566666666666667,12 AM - 3 AM,20-29
201004548,01/14/2020 12:00:00 AM,2020-01-14,0.559812686249468,10,11,1043,2,930,16,1100 0913,18,M,3,502,32,102,HAND GUN,AA,0,930,946.744186046512,18600    HATTERAS                     ST,34.1774,-118.5387,0,0,0.433333333333333,12 AM - 3 AM,10-19
201109103,05/07/2020 12:00:00 AM,2020-05-07,0.059174116645381,11,6,1109,2,888,44,0913 2004,60,F,2,501,51,360.941176470588,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,2,888,946.744186046512,1400 W  HILL                         DR,34.1441,-118.1952,0,0.363636363636364,0.2,12 AM - 3 AM,60-69
200310106,04/19/2020 12:00:00 AM,2020-04-16,0.680715197956577,3,8,314,1,420,39,1606 0344 1300,38,F,2,101,52,360.941176470588,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,2,420,946.744186046512,2500    4TH                          AV,34.0344,-118.3212,0,0.272727272727273,0.5,12 AM - 3 AM,30-39
201008883,05/09/2020 12:00:00 AM,2020-05-09,0.229459344401873,10,11,1047,2,626,25,2000 0913 1814 0444 0448 1813,38,M,3,501,51,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,0,626,946.744186046512,5700    CHICOPEE                     AV,34.1748,-118.5123,0,0.363636363636364,0.266666666666667,12 AM - 3 AM,30-39
200913781,08/21/2020 12:00:00 AM,2020-08-20,0.213707960834398,9,9,923,2,753,18,1100 1402 1407 0913,39,X,5,101,52,107,OTHER FIREARM,AO,1,753,998,14600    KITTRIDGE                    ST,34.1907,-118.4509,0,0.636363636363636,0.633333333333333,12 AM - 3 AM,30-39
200812870,08/11/2020 12:00:00 AM,2020-08-02,0.978714346530439,8,10,835,2,745,47,0329 1300,22,M,4,501,51,360.941176470588,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,2,745,946.744186046512,1800    OVERLAND                     AV,34.0462,-118.4361,0,0.636363636363636,0.0333333333333333,12 AM - 3 AM,20-29
201113281,09/04/2020 12:00:00 AM,2020-09-02,0.765857811834823,11,6,1171,1,310,10,1608 0344,37,M,2,707,16,360.941176470588,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,2,310,946.744186046512,3600    EFFIE                        ST,34.0924,-118.2752,0,0.727272727272727,0.0333333333333333,12 AM - 3 AM,30-39
200407198,03/22/2020 12:00:00 AM,2020-03-22,0.182630906768838,4,3,466,2,626,25,2000 0913 0416 1813 1243,27,M,2,501,51,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,1,626,946.744186046512,300 N  EVERGREEN                    AV,34.0436,-118.2051,0,0.181818181818182,0.7,12 AM - 3 AM,20-29
200104316,01/05/2020 12:00:00 AM,2020-01-04,0.317581949765858,1,1,162,2,930,16,421,32,M,4,502,32,511,VERBAL THREAT,IC,2,930,946.744186046512,700 S  OLIVE                        ST,34.0467,-118.2556,0,0,0.1,12 AM - 3 AM,30-39
200815799,10/28/2020 12:00:00 AM,2020-10-28,0.310344827586207,8,10,828,2,354,41,1822 0100 0930,80,M,4,501,51,360.941176470588,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,2,354,946.744186046512,10700    LINDBROOK                    DR,34.0614,-118.4381,0,0.818181818181818,0.9,12 AM - 3 AM,80-89
201211062,04/16/2020 12:00:00 AM,2020-04-16,0.808429118773946,12,0,1258,2,623,5,1212 0417 1822,39,X,5,726,46,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,2,623,946.744186046512,7600 S  BROADWAY,33.9708,-118.2783,0,0.272727272727273,0.5,12 AM - 3 AM,30-39
200512280,07/24/2020 12:00:00 AM,2020-07-24,0.680715197956577,5,2,564,2,626,25,0401 0432 0913 1241 1243 1813 2000,55,M,2,517,25,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,0,626,946.744186046512,500 S  HARBOR                       BL,33.741,-118.2838,0,0.545454545454545,0.766666666666667,12 AM - 3 AM,50-59
200216646,10/25/2020 12:00:00 AM,2020-10-10,0.510429970200085,2,7,269,2,354,41,0100 0922 1822,31,F,1,710,38,360.941176470588,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,2,354,946.744186046512,700    GARLAND                      AV,34.0496,-118.2677,0,0.818181818181818,0.3,12 AM - 3 AM,30-39
201219692,08/31/2020 12:00:00 AM,2020-06-05,0.765857811834823,12,0,1268,1,420,39,344,39,F,2,101,52,360.941176470588,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,2,420,946.744186046512,82ND                         ST,33.9651,-118.2739,0,0.454545454545455,0.133333333333333,12 AM - 3 AM,30-39
200413464,10/04/2020 12:00:00 AM,2020-10-04,0.742443593018306,4,3,408,2,626,25,1814 0400 0913 2000,43,M,2,501,51,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,1,626,946.744186046512,4800    HILLSDALE                    DR,34.0865,-118.1806,0,0.818181818181818,0.1,12 AM - 3 AM,40-49
200713539,09/04/2020 12:00:00 AM,2020-08-31,0.425287356321839,7,12,784,1,440,42,0344 0603,64,F,3,101,52,360.941176470588,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,2,440,946.744186046512,MANSFIELD,34.0361,-118.3505,0,0.636363636363636,1,12 AM - 3 AM,60-69
200120973,11/13/2020 12:00:00 AM,2020-11-12,0.893571732652193,1,1,152,1,330,11,1307 0329 1609 0344 1822,30,F,1,101,52,360.941176470588,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,2,330,946.744186046512,GRAND,34.0476,-118.2564,0,0.909090909090909,0.366666666666667,12 AM - 3 AM,30-39
201108111,04/07/2020 12:00:00 AM,2020-04-07,0.212430821626224,11,6,1107,2,624,4,0561 0432 0400 1601 1202 1701 1242 0444,70,M,4,501,51,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,1,624,946.744186046512,1300    HEPNER                       AV,34.1318,-118.1957,0,0.272727272727273,0.2,12 AM - 3 AM,70-79
200608531,03/30/2020 12:00:00 AM,2020-03-30,0.555129842486164,6,4,643,1,442,36,0344 1822,39,X,5,402,23,360.941176470588,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,2,442,946.744186046512,7200 W  SUNSET                       BL,34.1007,-118.3494,0,0.181818181818182,0.966666666666667,12 AM - 3 AM,30-39
200711738,07/17/2020 12:00:00 AM,2020-07-02,0.169859514687101,7,12,721,2,661,45,344,25,F,4,502,32,360.941176470588,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,2,661,946.744186046512,100 N  CLARK                        DR,34.0753,-118.3849,0,0.545454545454545,0.0333333333333333,12 AM - 3 AM,20-29
200513966,09/08/2020 12:00:00 AM,2020-09-04,0.608343976160068,5,2,564,2,745,47,0329 1236,39,F,3,708,5,360.941176470588,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,2,745,946.744186046512,400 W  6TH                          ST,33.7388,-118.2869,0,0.727272727272727,0.1,12 AM - 3 AM,30-39
200119228,10/11/2020 12:00:00 AM,2020-10-11,0.870157513835675,1,1,164,1,310,10,1420 0344 1607 2004 1822,39,X,5,203,37,500,UNKNOWN WEAPON/OTHER WEAPON,AA,0,310,998,600 S  LOS ANGELES                  ST,34.0446,-118.2507,0,0.818181818181818,0.333333333333333,12 AM - 3 AM,30-39
200409389,05/31/2020 12:00:00 AM,2020-05-31,0.765857811834823,4,3,455,1,761,8,0913 1814 2000 0334 0444,25,M,2,501,51,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,1,626,761,2100    CITY VIEW                    AV,34.0515,-118.2073,0,0.363636363636364,1,12 AM - 3 AM,20-29
200107228,02/15/2020 12:00:00 AM,2020-02-15,0.936143039591316,1,1,153,2,745,47,329,26,M,1,502,32,360.941176470588,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,2,745,946.744186046512,200 W  6TH                          ST,34.046,-118.2509,0,0.0909090909090909,0.466666666666667,12 AM - 3 AM,20-29
200321313,12/06/2020 12:00:00 AM,2020-12-06,0.650915283099191,3,8,361,1,510,49,344,39,F,2,101,52,360.941176470588,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,1,510,946.744186046512,3900    STEVELY                      AV,34.0159,-118.3536,0,1,0.166666666666667,12 AM - 3 AM,30-39
200109910,03/31/2020 12:00:00 AM,2020-03-31,0.953171562366965,1,1,156,2,624,4,1218 2004 0416 0913,60,F,1,102,50,500,UNKNOWN WEAPON/OTHER WEAPON,IC,2,624,946.744186046512,500    WALL                         ST,34.0449,-118.2458,0,0.181818181818182,1,12 AM - 3 AM,60-69
200705720,02/05/2020 12:00:00 AM,2020-02-01,0.595572584078331,7,12,732,1,341,43,344,39,F,3,203,37,360.941176470588,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,2,341,946.744186046512,500 S  FAIRFAX                      AV,34.0665,-118.3662,0,0.0909090909090909,0,12 AM - 3 AM,30-39
200912278,07/13/2020 12:00:00 AM,2020-07-12,0.948914431673052,9,9,911,2,624,4,400,30,M,2,119,47,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,1,624,946.744186046512,7100    FIRMAMENT                    AV,34.1993,-118.4724,0,0.545454545454545,0.366666666666667,12 AM - 3 AM,30-39
200208642,04/06/2020 12:00:00 AM,2020-04-06,0,2,7,217,1,522,50,344,39,F,2,121,56,360.941176470588,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,2,522,946.744186046512,1700    CLINTON                      ST,34.0721,-118.262,0,0.272727272727273,0.166666666666667,12 AM - 3 AM,30-39
200709141,05/11/2020 12:00:00 AM,2020-05-11,0.404001702852278,7,12,702,1,440,42,1822 0344 0325,48,F,2,235,45,360.941176470588,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,2,440,946.744186046512,7500    MELROSE                      AV,34.0837,-118.3532,0,0.363636363636364,0.333333333333333,12 AM - 3 AM,40-49
200605994,02/11/2020 12:00:00 AM,2020-02-10,0.382716049382716,6,4,649,1,440,42,0394 1822,31,M,3,121,56,360.941176470588,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,2,440,946.744186046512,1500 N  HARVARD                      BL,34.0981,-118.3044,0,0.0909090909090909,0.3,12 AM - 3 AM,30-39
200707378,03/13/2020 12:00:00 AM,2020-03-12,0.389101745423585,7,12,734,1,341,43,0344 1822,31,M,0,502,32,360.941176470588,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,2,341,946.744186046512,300    HAUSER                       BL,34.0699,-118.3511,0,0.181818181818182,0.366666666666667,12 AM - 3 AM,30-39
200715141,10/21/2020 12:00:00 AM,2020-10-20,0.510429970200085,7,12,775,1,420,39,344,39,F,2,101,52,360.941176470588,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,2,420,946.744186046512,4800 W  17TH                         ST,34.0449,-118.3411,0,0.818181818181818,0.633333333333333,12 AM - 3 AM,30-39
201105686,02/08/2020 12:00:00 AM,2020-02-07,0.659429544487016,11,6,1113,1,440,42,0344 0325,39,F,3,203,37,360.941176470588,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,2,440,946.744186046512,2800    COLORADO                     BL,34.1428,-118.226,0,0.0909090909090909,0.2,12 AM - 3 AM,30-39
200407426,03/30/2020 12:00:00 AM,2020-03-30,0.77862920391656,4,3,407,1,442,36,325,39,X,5,242,13,360.941176470588,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,2,442,946.744186046512,4600    HUNTINGTON DR,34.0881,-118.1877,0,0.181818181818182,0.966666666666667,12 AM - 3 AM,30-39
201014312,10/22/2020 12:00:00 AM,2020-10-21,0.851000425713069,10,11,1003,2,740,46,0329 1822 1414 1420 1402 1300 1307,34,F,2,122,55,360.941176470588,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,2,740,998,18500    SATICOY                      ST,34.2148,-118.5404,0,0.818181818181818,0.666666666666667,12 AM - 3 AM,30-39
200217634,11/19/2020 12:00:00 AM,2020-11-19,0.782886334610473,2,7,245,2,624,4,0913 0603 0400 0361,52,M,4,502,32,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,1,624,946.744186046512,2500 W  6TH                          ST,34.0617,-118.2795,0,0.909090909090909,0.6,12 AM - 3 AM,50-59
201212398,05/07/2020 12:00:00 AM,2020-05-06,0.765857811834823,12,0,1203,1,341,43,344,32,F,2,108,43,360.941176470588,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,2,341,946.744186046512,5000 S  WESTERN                      AV,33.998,-118.3089,0,0.363636363636364,0.166666666666667,12 AM - 3 AM,30-39
200505875,02/14/2020 12:00:00 AM,2020-02-13,0.863771817794806,5,2,566,1,510,49,344,39,F,2,108,43,360.941176470588,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,2,510,946.744186046512,1000 S  PACIFIC                      AV,33.7352,-118.2879,0,0.0909090909090909,0.4,12 AM - 3 AM,30-39
201221820,10/02/2020 12:00:00 AM,2020-10-02,0.255002128565347,12,0,1273,2,624,4,1202 1701 2021 0913 0562 0444 0443,85,M,1,501,51,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,1,624,946.744186046512,8800 S  HALLDALE                     AV,33.9574,-118.3025,0,0.818181818181818,0.0333333333333333,12 AM - 3 AM,80-89
200715653,11/05/2020 12:00:00 AM,2020-11-05,0.680715197956577,7,12,701,1,510,49,344,39,F,2,101,52,360.941176470588,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,2,510,946.744186046512,WARING                       AV,34.0855,-118.3638,0,0.909090909090909,0.133333333333333,12 AM - 3 AM,30-39
201109241,05/11/2020 12:00:00 AM,2020-05-08,0.638143891017454,11,6,1172,1,420,39,344,39,F,2,101,52,360.941176470588,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,2,420,946.744186046512,1500    SILVER LAKE                  BL,34.0867,-118.2701,0,0.363636363636364,0.233333333333333,12 AM - 3 AM,30-39
200816363,11/13/2020 12:00:00 AM,2020-11-06,0.355470412941677,8,10,881,2,956,26,337,73,F,4,502,32,360.941176470588,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,2,956,946.744186046512,11600    MISSOURI                     AV,34.0391,-118.4506,0,0.909090909090909,0.166666666666667,12 AM - 3 AM,70-79
200815583,10/22/2020 12:00:00 AM,2020-10-22,0.7232865048957,8,10,857,1,310,10,0344 1822 1606,32,F,4,707,16,360.941176470588,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,2,310,946.744186046512,1100    GLENVILLE                    DR,34.0557,-118.3928,0,0.818181818181818,0.7,12 AM - 3 AM,30-39
200709021,05/07/2020 12:00:00 AM,2020-05-06,0.736057896977437,7,12,735,2,930,16,421,41,M,0,203,37,511,VERBAL THREAT,AO,1,930,946.744186046512,5400    WILSHIRE                     BL,34.0633,-118.3473,0,0.363636363636364,0.166666666666667,12 AM - 3 AM,40-49
200200671,04/22/2020 12:00:00 AM,2020-04-22,0.438058748403576,2,7,292,1,310,10,0344 1607 0396,64,F,2,221,48,360.941176470588,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,2,310,946.744186046512,1000 W  WASHINGTON                   BL,34.0396,-118.2833,0,0.272727272727273,0.7,12 AM - 3 AM,60-69
200106175,01/31/2020 12:00:00 AM,2020-01-31,0.35291613452533,1,1,157,1,341,43,1822 1605 1218 0344,49,M,2,502,32,360.941176470588,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,2,341,946.744186046512,500 S  SAN PEDRO                    ST,34.0442,-118.2439,0,0,1,12 AM - 3 AM,40-49
200617010,10/22/2020 12:00:00 AM,2020-10-01,0.595572584078331,6,4,647,2,668,21,1300 0913,27,F,2,203,37,360.941176470588,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,2,668,946.744186046512,1600 N  GOWER                        ST,34.0998,-118.3223,0,0.818181818181818,0,12 AM - 3 AM,20-29
201013217,09/18/2020 12:00:00 AM,2020-09-12,0,10,11,1017,1,820,27,0400 0913 0443 0512 0413,30,F,4,501,51,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,2,820,946.744186046512,17100    COVELLO                      ST,34.2075,-118.5068,0,0.727272727272727,0.366666666666667,12 AM - 3 AM,30-39
200104594,01/08/2020 12:00:00 AM,2020-01-08,0.912728820774798,1,1,152,2,624,4,0910 0416 2004 1822,20,F,2,903,29,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,2,624,946.744186046512,600 S  FIGUEROA                     ST,34.0509,-118.2585,0,0,0.233333333333333,12 AM - 3 AM,20-29
200110052,04/04/2020 12:00:00 AM,2020-04-02,0.851000425713069,1,1,101,1,510,49,344,39,F,2,101,52,360.941176470588,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,2,510,946.744186046512,900    FIGUEROA                     TR,34.0663,-118.2441,0,0.272727272727273,0.0333333333333333,12 AM - 3 AM,30-39
200517669,12/10/2020 12:00:00 AM,2020-12-07,0.467858663260962,5,2,517,1,510,49,344,39,F,2,101,52,360.941176470588,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,2,510,946.744186046512,1100    BROAD                        AV,33.7849,-118.2612,0,1,0.2,12 AM - 3 AM,30-39
200510674,06/16/2020 12:00:00 AM,2020-06-15,0.765857811834823,5,2,526,1,510,49,344,39,F,2,101,52,360.941176470588,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,2,510,946.744186046512,FRIES,33.7799,-118.265,0,0.454545454545455,0.466666666666667,12 AM - 3 AM,30-39
200916925,11/06/2020 12:00:00 AM,2020-11-06,0.29757343550447,9,9,981,1,440,42,344,52,F,4,108,43,360.941176470588,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,2,440,946.744186046512,14800 W  VENTURA                      BL,34.154,-118.4674,0,0.909090909090909,0.166666666666667,12 AM - 3 AM,50-59
200321746,12/14/2020 12:00:00 AM,2020-11-24,0.576415495955726,3,8,311,2,354,41,0100 0930 0922,41,F,2,501,51,360.941176470588,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,2,354,946.744186046512,5300    CARLIN                       ST,34.0299,-118.3595,0,0.909090909090909,0.766666666666667,12 AM - 3 AM,40-49
201110606,06/19/2020 12:00:00 AM,2020-06-16,0.851851851851852,11,6,1123,1,331,38,344,40,M,4,101,52,360.941176470588,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,1,331,946.744186046512,LEGION                       LN,34.121,-118.2685,0,0.454545454545455,0.5,12 AM - 3 AM,40-49
200116446,08/15/2020 12:00:00 AM,2020-08-12,0.7232865048957,1,1,164,1,440,42,1822 0344 0394,41,M,3,502,32,360.941176470588,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,2,440,946.744186046512,600 S  MAIN                         ST,34.0448,-118.2504,0,0.636363636363636,0.366666666666667,12 AM - 3 AM,40-49
200708242,04/13/2020 12:00:00 AM,2020-04-08,0.7232865048957,7,12,725,1,310,10,0397 0344 0358,52,F,4,501,51,360.941176470588,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,2,310,946.744186046512,100 N  VISTA                        ST,34.0736,-118.3522,0,0.272727272727273,0.233333333333333,12 AM - 3 AM,50-59
200617231,10/26/2020 12:00:00 AM,2020-10-26,0.808429118773946,6,4,667,2,930,16,0913 0400 0432 0443 0422 2040 1202,62,F,4,702,36,511,VERBAL THREAT,AO,1,930,946.744186046512,5800 W  SUNSET                       BL,34.0981,-118.3158,0,0.818181818181818,0.833333333333333,12 AM - 3 AM,60-69
200716147,11/19/2020 12:00:00 AM,2020-11-19,0.765857811834823,7,12,729,1,210,34,0344 0449 0216 0432,34,M,4,102,50,102,HAND GUN,IC,2,210,946.744186046512,FIRST                        ST,34.0726,-118.3279,0,0.909090909090909,0.6,12 AM - 3 AM,30-39
200807585,03/22/2020 12:00:00 AM,2020-03-18,0.438058748403576,8,10,833,1,440,42,0344 0377 1822,50,M,4,702,36,360.941176470588,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,2,440,946.744186046512,10900    WILSHIRE                     BL,34.0588,-118.4439,0,0.181818181818182,0.566666666666667,12 AM - 3 AM,50-59
200709741,05/28/2020 12:00:00 AM,2020-05-28,0.618135376756066,7,12,701,2,624,4,0400 0416 1309,31,M,4,203,37,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,2,624,946.744186046512,8400    MELROSE                      PL,34.0835,-118.3734,0,0.363636363636364,0.9,12 AM - 3 AM,30-39
200111101,04/28/2020 12:00:00 AM,2020-04-28,0.35291613452533,1,1,154,2,740,46,0329 2004,57,M,1,710,38,360.941176470588,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,1,740,946.744186046512,500 S  MAIN                         ST,34.0467,-118.2485,0,0.272727272727273,0.9,12 AM - 3 AM,50-59
201005417,02/03/2020 12:00:00 AM,2020-02-01,0,10,11,1008,2,354,41,0100 1202 0930 0922,74,F,0,502,32,360.941176470588,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,2,354,946.744186046512,16700    SHERMAN                      WY,34.2077,-118.4912,0,0.0909090909090909,0,12 AM - 3 AM,70-79
200215572,09/27/2020 12:00:00 AM,2020-07-27,0.680715197956577,2,7,248,2,850,23,0603 0361 0529 1822,42,M,2,502,32,360.941176470588,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,2,850,946.744186046512,300    COLUMBIA                     AV,34.0572,-118.2658,0,0.545454545454545,0.866666666666667,12 AM - 3 AM,40-49
200105054,01/15/2020 12:00:00 AM,2020-01-10,0.7232865048957,1,1,192,1,420,39,1300 1822 0377 0321 0344,32,M,2,707,16,360.941176470588,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,2,420,946.744186046512,400 W  PICO                         BL,34.0389,-118.2643,0,0,0.3,12 AM - 3 AM,30-39
200319565,10/29/2020 12:00:00 AM,2020-10-29,0.680715197956577,3,8,334,2,624,4,1822 0329 0416 1300 1309,31,M,3,108,43,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,2,624,946.744186046512,3600    11TH                         AV,34.0216,-118.3296,0,0.818181818181818,0.933333333333333,12 AM - 3 AM,30-39
